SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-CandidatusBathyarchaeota-NA-NA-NA-Candidatus_Bathyarchaeota_archaeon_WP_116596313.1	#4daf4a	Archaea	CandidatusBathyarchaeota	NA	NA	NA	Candidatus_Bathyarchaeota_archaeon_WP_116596313.1	0.96129	No	No
Archaea-CandidatusKorarchaeota-NA-NA-NA-Candidatus_Korarchaeum_cryptofilum_WP_012309893.1	#4daf4a	Archaea	CandidatusKorarchaeota	NA	NA	NA	Candidatus_Korarchaeum_cryptofilum_WP_012309893.1	0.974194	No	No
Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Aeropyrum_camini_WP_022541990.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum_camini_WP_022541990.1	0.967742	No	No
Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Desulfurococcus_amylolyticus_WP_012607808.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus_amylolyticus_WP_012607808.1	0.967742	No	No
Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Pyrococcus_abyssi_WP_010868005.1	#4daf4a	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus_abyssi_WP_010868005.1	0.980645	No	No
Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Thermococcus_sp._EP1_WP_055281250.1	#4daf4a	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_sp._EP1_WP_055281250.1	0.980645	No	No
Archaea-NA-NA-NA-NA-anaerobic_archaeon_MKD1_WP_147663373.1	#4daf4a	Archaea	NA	NA	NA	NA	anaerobic_archaeon_MKD1_WP_147663373.1	0.967742	No	No
Archaea-NA-NA-NA-NA-archaeon_AArcSl_WP_119814193.1	#4daf4a	Archaea	NA	NA	NA	NA	archaeon_AArcSl_WP_119814193.1	0.954839	No	No
Archaea-Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Candidatus_Nitrososphaera_evergladensis_WP_148700147.1	#4daf4a	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrososphaera_evergladensis_WP_148700147.1	0.967742	No	No
Archaea-Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Nitrososphaera_viennensis_WP_075055879.1	#4daf4a	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera_viennensis_WP_075055879.1	0.967742	No	No
Bacteria-Acidobacteria-Acidobacteriia-Acidobacteriales-Acidobacteriaceae-Candidatus_Sulfotelmatobacter_sp._SbA7_WP_105293666.1	#377eb8	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus_Sulfotelmatobacter_sp._SbA7_WP_105293666.1	0.980645	No	No
Bacteria-Acidobacteria-Acidobacteriia-Acidobacteriales-Acidobacteriaceae-Edaphobacter_modestus_WP_130417313.1	#377eb8	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter_modestus_WP_130417313.1	0.967742	No	No
Bacteria-Actinobacteria-Actinobacteria-Frankiales-Frankiaceae-Frankia_asymbiotica_WP_076818244.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia_asymbiotica_WP_076818244.1	0.967742	No	No
Bacteria-Actinobacteria-Actinobacteria-Micromonosporales-Micromonosporaceae-Plantactinospora_sp._BC1_WP_107268947.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Plantactinospora_sp._BC1_WP_107268947.1	0.967742	No	No
