SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Bacteria-Actinobacteria-Actinobacteria-Cryptosporangiales-Cryptosporangiaceae-Cryptosporangium_aurantiacum_WP_073266765.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Cryptosporangiales	Cryptosporangiaceae	Cryptosporangium_aurantiacum_WP_073266765.1	0.944444	No	No
Bacteria-Actinobacteria-Actinobacteria-Frankiales-Frankiaceae-Frankia_symbiont_of_Datisca_glomerata_WP_131764638.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia_symbiont_of_Datisca_glomerata_WP_131764638.1	0.876543	No	No
Bacteria-Actinobacteria-Actinobacteria-Pseudonocardiales-Pseudonocardiaceae-Actinosynnema_sp._ALI1.44_WP_076985433.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema_sp._ALI1.44_WP_076985433.1	0.944444	No	No
Bacteria-Actinobacteria-Actinobacteria-Pseudonocardiales-Pseudonocardiaceae-Lentzea_flaviverrucosa_WP_090070827.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea_flaviverrucosa_WP_090070827.1	0.950617	No	No
Bacteria-Actinobacteria-Actinobacteria-Streptomycetales-Streptomycetaceae-Streptomyces_sp._OspMPM43_WP_107485493.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces_sp._OspMPM43_WP_107485493.1	0.944444	No	No
Bacteria-Bacteroidetes-Bacteroidia-Marinilabiliales-Marinilabiliaceae-Geofilum_rubicundum_WP_062122377.1	#377eb8	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Geofilum_rubicundum_WP_062122377.1	0.981481	No	No
Bacteria-CandidatusSaccharibacteria-NA-NA-NA-Candidatus_Saccharibacteria_bacterium_WP_129744443.1	#377eb8	Bacteria	CandidatusSaccharibacteria	NA	NA	NA	Candidatus_Saccharibacteria_bacterium_WP_129744443.1	0.740741	No	No
Bacteria-CandidatusSaccharibacteria-NA-NA-NA-TM7_phylum_sp._oral_taxon_346_WP_146428509.1	#377eb8	Bacteria	CandidatusSaccharibacteria	NA	NA	NA	TM7_phylum_sp._oral_taxon_346_WP_146428509.1	0.728395	No	No
Bacteria-Proteobacteria-Deltaproteobacteria-Desulfuromonadales-Desulfuromonadaceae-Pelobacter_propionicus_WP_011734806.1	#377eb8	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter_propionicus_WP_011734806.1	0.981481	No	No
Bacteria-Proteobacteria-Deltaproteobacteria-Desulfuromonadales-Geobacteraceae-Geobacter_sp._DSM_2909_WP_108105438.1	#377eb8	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter_sp._DSM_2909_WP_108105438.1	0.981481	No	No
