SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Bacteria-Acidobacteria-Holophagae-Holophagales-Holophagaceae-Holophaga_foetida_WP_084053702.1	#377eb8	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga_foetida_WP_084053702.1	0.0344943	No	No
Bacteria-Actinobacteria-Actinobacteria-Corynebacteriales-Mycobacteriaceae-Mycobacterium_sp._KBS0706_WP_138893457.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium_sp._KBS0706_WP_138893457.1	0.0497321	No	No
Bacteria-Actinobacteria-Actinobacteria-Corynebacteriales-Nocardiaceae-Rhodococcus_sp._SAORIC690_WP_105028818.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus_sp._SAORIC690_WP_105028818.1	0.054923	No	No
Bacteria-CandidatusCryosericota-CandidatusCryosericia-CandidatusCryosericales-CandidatusCryosericaceae-Candidatus_Cryosericum_odellii_WP_119119332.1	#377eb8	Bacteria	CandidatusCryosericota	CandidatusCryosericia	CandidatusCryosericales	CandidatusCryosericaceae	Candidatus_Cryosericum_odellii_WP_119119332.1	0.0504019	No	No
Bacteria-CandidatusMarinimicrobia-NA-NA-NA-Candidatus_Marinimicrobia_bacterium_WP_129215104.1	#377eb8	Bacteria	CandidatusMarinimicrobia	NA	NA	NA	Candidatus_Marinimicrobia_bacterium_WP_129215104.1	0.0482251	No	No
Bacteria-Cyanobacteria-NA-Nostocales-Hapalosiphonaceae-Mastigocladus_laminosus_WP_044452805.1	#377eb8	Bacteria	Cyanobacteria	NA	Nostocales	Hapalosiphonaceae	Mastigocladus_laminosus_WP_044452805.1	0.0490623	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Alicyclobacillaceae-Alicyclobacillus_shizuokensis_WP_067924777.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus_shizuokensis_WP_067924777.1	0.0524113	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-Bacillus_sp._2B10_WP_125662306.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus_sp._2B10_WP_125662306.1	0.0492297	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-Falsibacillus_pallidus_WP_114744198.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Falsibacillus_pallidus_WP_114744198.1	0.0368386	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-Fictibacillus_gelatini_WP_051291504.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus_gelatini_WP_051291504.1	0.0353315	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-NA_WP_013057015.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA_WP_013057015.1	0.0329873	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-Salibacterium_halotolerans_WP_093339769.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salibacterium_halotolerans_WP_093339769.1	0.0574347	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Planococcaceae-NA_WP_085131831.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA_WP_085131831.1	0.0334896	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Planococcaceae-Sporosarcina_sp._PTS2304_WP_114924778.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina_sp._PTS2304_WP_114924778.1	0.0319826	No	No
Bacteria-Firmicutes-Clostridia-Clostridiales-ClostridialesFamilyXVII.IncertaeSedis-Sulfobacillus_thermosulfidooxidans_WP_081503174.1	#377eb8	Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesFamilyXVII.IncertaeSedis	Sulfobacillus_thermosulfidooxidans_WP_081503174.1	0.0326524	No	No
