SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Eukaryota-Alveolata-Dinophyceae-NA-Unranked-Oxyrrhis_marina_MMETSP1425_c14367_g1_i1.p1	#f781bf	Eukaryota	Alveolata	Dinophyceae	NA	Unranked	Oxyrrhis_marina_MMETSP1425_c14367_g1_i1.p1	0.123682	No	No
Eukaryota-Alveolata-Dinophyceae-Peridiniales-Kryptoperidiniaceae-Durinskia_baltica_MMETSP0117_c34704_g1_i1.p1	#f781bf	Eukaryota	Alveolata	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia_baltica_MMETSP0117_c34704_g1_i1.p1	0.305849	No	No
Eukaryota-Cercozoa-NA-Euglyphida-Paulinellidae-Paulinella_chromatophora_scaffold7231-size1566_m.58556	#e41a1c	Eukaryota	Cercozoa	NA	Euglyphida	Paulinellidae	Paulinella_chromatophora_scaffold7231	0.490892	No	No
Eukaryota-Chlorophyta-Mamiellophyceae-Mamiellales-Mamiellaceae-Micromonas_pusilla_MMETSP1327_c4374_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas_pusilla_MMETSP1327_c4374_g1_i1.p1	0.602109	No	No
Eukaryota-Chlorophyta-Mamiellophyceae-Mamiellales-Mamiellaceae-Micromonas_sp_MMETSP0802_c5869_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas_sp_MMETSP0802_c5869_g1_i1.p1	0.602109	No	No
Eukaryota-Chlorophyta-NA-NA-NA-Mantoniella_sp_MMETSP1468_c32168_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	NA	NA	NA	Mantoniella_sp_MMETSP1468_c32168_g1_i1.p1	0.128476	No	No
Eukaryota-Chlorophyta-NA-NA-NA-Pterosperma_sp_MMETSP1438_c41639_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	NA	NA	NA	Pterosperma_sp_MMETSP1438_c41639_g1_i1.p1	0.102589	No	No
Eukaryota-Chlorophyta-Palmophyllophyceae-Prasinococcales-Prasinococcaceae-Prasinoderma_coloniale_MMETSP0806_c2531_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcaceae	Prasinoderma_coloniale_MMETSP0806_c2531_g1_i1.p1	0.693193	No	No
Eukaryota-Chlorophyta-Palmophyllophyceae-Prasinococcales-Prasinococcaceae-Prasinoderma_singularis_MMETSP1315_c10872_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcaceae	Prasinoderma_singularis_MMETSP1315_c10872_g1_i1.p1	0.130393	No	No
Eukaryota-Haptophyta-NA-Prymnesiales-NA-Chrysochromulina_brevifilum_MMETSP1094_c70897_g1_i1.p1	#f781bf	Eukaryota	Haptophyta	NA	Prymnesiales	NA	Chrysochromulina_brevifilum_MMETSP1094_c70897_g1_i1.p1	0.480345	No	No
Eukaryota-Haptophyta-NA-Prymnesiales-NA-Chrysochromulina_ericina_MMETSP1096_c18807_g1_i1.p1	#f781bf	Eukaryota	Haptophyta	NA	Prymnesiales	NA	Chrysochromulina_ericina_MMETSP1096_c18807_g1_i1.p1	0.505273	No	No
Eukaryota-Haptophyta-NA-Prymnesiales-NA-Pleurochrysis_carterae_MMETSP1136_c19349_g1_i1.p2	#f781bf	Eukaryota	Haptophyta	NA	Prymnesiales	NA	Pleurochrysis_carterae_MMETSP1136_c19349_g1_i1.p2	0.127517	No	No
Eukaryota-Haptophyta-NA-Prymnesiales-NA-Prymnesium_parvum_MMETSP0006_c15375_g1_i1.p1	#f781bf	Eukaryota	Haptophyta	NA	Prymnesiales	NA	Prymnesium_parvum_MMETSP0006_c15375_g1_i1.p1	0.568552	No	No
Eukaryota-Haptophyta-NA-Prymnesiales-NA-Prymnesium_parvum_MMETSP0008_c20944_g1_i1.p1	#f781bf	Eukaryota	Haptophyta	NA	Prymnesiales	NA	Prymnesium_parvum_MMETSP0008_c20944_g1_i1.p1	0.540748	No	No
Eukaryota-Stramenopiles-Dictyochophyceae-Pedinellales-NA-Pseudopedinella_elastica_MMETSP1097_c445_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	Dictyochophyceae	Pedinellales	NA	Pseudopedinella_elastica_MMETSP1097_c445_g1_i1.p1	0.17162	No	No
Eukaryota-Stramenopiles-Labyrinthista-NA-NA-Aplanochytrium_stocchinoi_MMETSP1347_c15152_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	Labyrinthista	NA	NA	Aplanochytrium_stocchinoi_MMETSP1347_c15152_g1_i1.p1	0.255992	No	No
Eukaryota-Stramenopiles-Labyrinthista-NA-NA-Aplanochytrium_stocchinoi_MMETSP1348_c16861_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	Labyrinthista	NA	NA	Aplanochytrium_stocchinoi_MMETSP1348_c16861_g1_i1.p1	0.331735	No	No
Eukaryota-Stramenopiles-Labyrinthista-NA-NA-Schizochytrium_aggregatum_MMETSP0963_c1590_g1_i1.p2	#f781bf	Eukaryota	Stramenopiles	Labyrinthista	NA	NA	Schizochytrium_aggregatum_MMETSP0963_c1590_g1_i1.p2	0.105465	No	No
Eukaryota-Stramenopiles-NA-Bicosoecida-Cafeteriaceae-Cafeteria_sp_MMETSP1104_c17910_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	NA	Bicosoecida	Cafeteriaceae	Cafeteria_sp_MMETSP1104_c17910_g1_i1.p1	0.608821	No	No
Eukaryota-Stramenopiles-NA-NA-NA-Ditylum_brightwellii_MMETSP1002_c2983_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	NA	NA	NA	Ditylum_brightwellii_MMETSP1002_c2983_g1_i1.p1	0.126558	No	No
Eukaryota-Stramenopiles-NA-NA-NA-Minutocellus_polymorphus_MMETSP1434_c13364_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	NA	NA	NA	Minutocellus_polymorphus_MMETSP1434_c13364_g1_i1.p1	0.113135	No	No
Eukaryota-Stramenopiles-NA-NA-NA-Spumella_elongata_MMETSP1098_c20017_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	NA	NA	NA	Spumella_elongata_MMETSP1098_c20017_g1_i1.p1	0.145733	No	No
Eukaryota-Stramenopiles-Raphidophyceae-Chattonellales-Chattonellaceae-Heterosigma_akashiwo_MMETSP0414_c31549_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	Raphidophyceae	Chattonellales	Chattonellaceae	Heterosigma_akashiwo_MMETSP0414_c31549_g1_i1.p1	0.24257	No	No
Eukaryota-Stramenopiles-Raphidophyceae-Chattonellales-Chattonellaceae-Heterosigma_akashiwo_MMETSP0416_c2160_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	Raphidophyceae	Chattonellales	Chattonellaceae	Heterosigma_akashiwo_MMETSP0416_c2160_g1_i1.p1	0.287632	No	No
MSTRG.23658.1.p1	#e41a1c	NA	NA	NA	NA	NA	MSTRG.23658.1.p1	0.373921	No	No
