SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Bacteria-Actinobacteria-Actinobacteria-Corynebacteriales-Mycobacteriaceae-Mycobacterium_sp._JS623_WP_083906457.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium_sp._JS623_WP_083906457.1	0.15132	No	No
Bacteria-Actinobacteria-Actinobacteria-Cryptosporangiales-Cryptosporangiaceae-Cryptosporangium_arvum_WP_035853490.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Cryptosporangiales	Cryptosporangiaceae	Cryptosporangium_arvum_WP_035853490.1	0.105639	No	No
Bacteria-Actinobacteria-Actinobacteria-Frankiales-Frankiaceae-Frankia_elaeagni_WP_018638820.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Frankia_elaeagni_WP_018638820.1	0.119201	No	No
Bacteria-Actinobacteria-Actinobacteria-Micromonosporales-Micromonosporaceae-Catellatospora_sp._H14505_WP_144127123.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora_sp._H14505_WP_144127123.1	0.109921	No	No
Bacteria-Actinobacteria-Actinobacteria-Micromonosporales-Micromonosporaceae-Micromonospora_sp._HM517_WP_123560297.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora_sp._HM517_WP_123560297.1	0.119201	No	No
Bacteria-Actinobacteria-Actinobacteria-Micromonosporales-Micromonosporaceae-Plantactinospora_sp._CNZ320_WP_101366111.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Plantactinospora_sp._CNZ320_WP_101366111.1	0.112777	No	No
Bacteria-Actinobacteria-Actinobacteria-Propionibacteriales-Nocardioidaceae-Mumia_flava_WP_039347226.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Mumia_flava_WP_039347226.1	0.106353	No	No
Bacteria-Actinobacteria-Actinobacteria-Propionibacteriales-Nocardioidaceae-Nocardioides_sp._BGMRC_2183_WP_148848049.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides_sp._BGMRC_2183_WP_148848049.1	0.104925	No	No
Bacteria-Actinobacteria-Actinobacteria-Pseudonocardiales-Pseudonocardiaceae-Allokutzneria_albata_WP_030433368.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Allokutzneria_albata_WP_030433368.1	0.105639	No	No
Bacteria-Actinobacteria-Actinobacteria-Pseudonocardiales-Pseudonocardiaceae-Kibdelosporangium_sp._MJ126NF4_WP_042187048.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium_sp._MJ126NF4_WP_042187048.1	0.109208	No	No
