SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-CandidatusKorarchaeota-NA-NA-NA-Candidatus_Korarchaeum_cryptofilum_WP_125740960.1	#4daf4a	Archaea	CandidatusKorarchaeota	NA	NA	NA	Candidatus_Korarchaeum_cryptofilum_WP_125740960.1	0.981343	No	No
Archaea-Crenarchaeota-Thermoprotei-Acidilobales-Acidilobaceae-Acidilobus_saccharovorans_WP_048812915.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus_saccharovorans_WP_048812915.1	0.981343	No	No
Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Aeropyrum_camini_WP_022541495.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum_camini_WP_022541495.1	0.981343	No	No
Archaea-Euryarchaeota-CandidatusMethanoliparia-CandidatusMethanoliparales-CandidatusMethanollivieraceae-Candidatus_Methanolliviera_sp._GoM_asphalt_WP_144184083.1	#4daf4a	Archaea	Euryarchaeota	CandidatusMethanoliparia	CandidatusMethanoliparales	CandidatusMethanollivieraceae	Candidatus_Methanolliviera_sp._GoM_asphalt_WP_144184083.1	0.981343	No	No
Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Pyrococcus_sp._NA2_WP_048055258.1	#4daf4a	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus_sp._NA2_WP_048055258.1	0.981343	No	No
Archaea-Thaumarchaeota-NA-Nitrosopumilales-Nitrosopumilaceae-Candidatus_Nitrosopumilus_salaria_WP_008297150.1	#4daf4a	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus_salaria_WP_008297150.1	0.981343	No	No
Archaea-Thaumarchaeota-NA-Nitrosopumilales-Nitrosopumilaceae-Nitrosarchaeum_koreense_WP_007551750.1	#4daf4a	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae	Nitrosarchaeum_koreense_WP_007551750.1	0.981343	No	No
Bacteria-Abditibacteriota-Abditibacteria-Abditibacteriales-Abitibacteriaceae-Abditibacterium_utsteinense_WP_105483013.1	#377eb8	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abitibacteriaceae	Abditibacterium_utsteinense_WP_105483013.1	0.981343	No	No
Bacteria-Acidobacteria-Acidobacteriia-Acidobacteriales-Acidobacteriaceae-Candidatus_Sulfotelmatobacter_kueseliae_WP_106806895.1	#377eb8	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus_Sulfotelmatobacter_kueseliae_WP_106806895.1	0.977612	No	No
Bacteria-Acidobacteria-Thermoanaerobaculia-Thermoanaerobaculales-Thermoanaerobaculaceae-Thermoanaerobaculum_aquaticum_WP_038048665.1	#377eb8	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Thermoanaerobaculum_aquaticum_WP_038048665.1	0.977612	No	No
Bacteria-Actinobacteria-Actinobacteria-Geodermatophilales-Geodermatophilaceae-Geodermatophilus_ruber_WP_091325756.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Geodermatophilus_ruber_WP_091325756.1	0.977612	No	No
Bacteria-Actinobacteria-Actinobacteria-Micrococcales-Intrasporangiaceae-Oryzihumus_leptocrescens_WP_141788729.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus_leptocrescens_WP_141788729.1	0.977612	No	No
Bacteria-Aquificae-Aquificae-Aquificales-Aquificaceae-Aquifex_aeolicus_NP_213737.1	#377eb8	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex_aeolicus_NP_213737.1	0.985075	No	No
Bacteria-Aquificae-Aquificae-Aquificales-Aquificaceae-Hydrogenivirga_caldilitoris_WP_121010047.1	#377eb8	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Hydrogenivirga_caldilitoris_WP_121010047.1	0.985075	No	No
Bacteria-Armatimonadetes-Chthonomonadetes-Chthonomonadales-Chthonomonadaceae-Chthonomonas_calidirosea_WP_075162866.1	#377eb8	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas_calidirosea_WP_075162866.1	0.977612	No	No
Bacteria-Bacteroidetes-NA-BacteroidetesOrderII.Incertaesedis-Rhodothermaceae-NA_WP_068125714.1	#377eb8	Bacteria	Bacteroidetes	NA	BacteroidetesOrderII.Incertaesedis	Rhodothermaceae	NA_WP_068125714.1	0.981343	No	No
Bacteria-Bacteroidetes-NA-BacteroidetesOrderII.Incertaesedis-Rhodothermaceae-Rhodothermus_profundi_WP_072714491.1	#377eb8	Bacteria	Bacteroidetes	NA	BacteroidetesOrderII.Incertaesedis	Rhodothermaceae	Rhodothermus_profundi_WP_072714491.1	0.977612	No	No
Bacteria-candidatedivisionNC10-NA-NA-NA-candidate_division_NC10_bacterium_WP_116464964.1	#377eb8	Bacteria	candidatedivisionNC10	NA	NA	NA	candidate_division_NC10_bacterium_WP_116464964.1	0.981343	No	No
Bacteria-candidatedivisionNC10-NA-NA-NA-Candidatus_Methylomirabilis_limnetica_WP_107562165.1	#377eb8	Bacteria	candidatedivisionNC10	NA	NA	NA	Candidatus_Methylomirabilis_limnetica_WP_107562165.1	0.981343	No	No
Bacteria-CandidatusMarinimicrobia-NA-NA-NA-Candidatus_Marinimicrobia_bacterium_WP_129508755.1	#377eb8	Bacteria	CandidatusMarinimicrobia	NA	NA	NA	Candidatus_Marinimicrobia_bacterium_WP_129508755.1	0.977612	No	No
Bacteria-Chlamydiae-Chlamydiia-Parachlamydiales-Parachlamydiaceae-Parachlamydia_sp._C2_WP_079989584.1	#377eb8	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydia_sp._C2_WP_079989584.1	0.977612	No	No
Bacteria-Chloroflexi-Anaerolineae-Anaerolineales-Anaerolineaceae-Bellilinea_caldifistulae_WP_061916464.1	#377eb8	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea_caldifistulae_WP_061916464.1	0.981343	No	No
Bacteria-Chloroflexi-Chloroflexia-Chloroflexales-Chloroflexaceae-Chloroflexus_sp._Y3961_WP_028457974.1	#377eb8	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus_sp._Y3961_WP_028457974.1	0.981343	No	No
Bacteria-Cyanobacteria-NA-Synechococcales-Prochloraceae-Prochlorococcus_marinus_WP_011131866.1	#377eb8	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus_marinus_WP_011131866.1	0.981343	No	No
Bacteria-Cyanobacteria-NA-Synechococcales-Synechococcaceae-Vulcanococcus_limneticus_WP_094591937.1	#377eb8	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Vulcanococcus_limneticus_WP_094591937.1	0.981343	No	No
Bacteria-DeinococcusThermus-Deinococci-Deinococcales-Deinococcaceae-Deinococcus_sp._NW56_WP_104990756.1	#377eb8	Bacteria	DeinococcusThermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus_sp._NW56_WP_104990756.1	0.977612	No	No
Bacteria-DeinococcusThermus-Deinococci-Thermales-Thermaceae-Marinithermus_hydrothermalis_WP_052297176.1	#377eb8	Bacteria	DeinococcusThermus	Deinococci	Thermales	Thermaceae	Marinithermus_hydrothermalis_WP_052297176.1	0.981343	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-Bacillus_sp._SRB_336_WP_113725780.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus_sp._SRB_336_WP_113725780.1	0.977612	No	No
Bacteria-Firmicutes-Clostridia-Thermoanaerobacterales-Thermoanaerobacteraceae-Calderihabitans_maritimus_WP_088555117.1	#377eb8	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Calderihabitans_maritimus_WP_088555117.1	0.977612	No	No
Bacteria-Kiritimatiellaeota-Kiritimatiellae-Kiritimatiellales-Kiritimatiellaceae-Kiritimatiella_glycovorans_WP_052882758.1	#377eb8	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiella_glycovorans_WP_052882758.1	0.977612	No	No
Bacteria-NA-CandidatusBabeliae-CandidatusBabeliales-CandidatusBabeliaceae-Candidatus_Babela_massiliensis_WP_146617294.1	#377eb8	Bacteria	NA	CandidatusBabeliae	CandidatusBabeliales	CandidatusBabeliaceae	Candidatus_Babela_massiliensis_WP_146617294.1	0.981343	No	No
Bacteria-NA-NA-NA-NA-NA_WP_070038451.1	#377eb8	Bacteria	NA	NA	NA	NA	NA_WP_070038451.1	0.981343	No	No
Bacteria-Nitrospirae-Nitrospira-Nitrospirales-Nitrospiraceae-Leptospirillum_ferriphilum_WP_038505702.1	#377eb8	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum_ferriphilum_WP_038505702.1	0.977612	No	No
