SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-CandidatusBathyarchaeota-NA-NA-NA-Candidatus_Bathyarchaeota_archaeon_WP_116595863.1	#4daf4a	Archaea	CandidatusBathyarchaeota	NA	NA	NA	Candidatus_Bathyarchaeota_archaeon_WP_116595863.1	0.189241	No	No
Archaea-Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanococcoides_methylutens_WP_048193486.1	#4daf4a	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides_methylutens_WP_048193486.1	0.516811	No	No
Archaea-Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus_tindarius_WP_023845298.1	#4daf4a	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus_tindarius_WP_023845298.1	0.516811	No	No
Archaea-Euryarchaeota-Thermoplasmata-Methanomassiliicoccales-CandidatusMethanomethylophilaceae-Candidatus_Methanomethylophilus_alvus_WP_122892372.1	#4daf4a	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	CandidatusMethanomethylophilaceae	Candidatus_Methanomethylophilus_alvus_WP_122892372.1	0.498559	No	No
Archaea-NA-NA-NA-NA-anaerobic_archaeon_MKD1_WP_147664706.1	#4daf4a	Archaea	NA	NA	NA	NA	anaerobic_archaeon_MKD1_WP_147664706.1	0.523535	No	No
Archaea-NA-NA-NA-NA-archaeon_AArcSl_WP_119818929.1	#4daf4a	Archaea	NA	NA	NA	NA	archaeon_AArcSl_WP_119818929.1	0.520653	No	No
Bacteria-Actinobacteria-Actinobacteria-Actinomycetales-Actinomycetaceae-Actinomyces_marimammalium_WP_075361952.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces_marimammalium_WP_075361952.1	0.378482	No	No
Bacteria-Actinobacteria-Coriobacteriia-Eggerthellales-Eggerthellaceae-Enterorhabdus_mucosicola_WP_028026771.1	#377eb8	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Enterorhabdus_mucosicola_WP_028026771.1	0.376561	No	No
Bacteria-Actinobacteria-Coriobacteriia-Eggerthellales-Eggerthellaceae-Slackia_heliotrinireducens_WP_012799495.1	#377eb8	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia_heliotrinireducens_WP_012799495.1	0.376561	No	No
Bacteria-Bacteroidetes-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides_caecimuris_WP_120360854.1	#377eb8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_caecimuris_WP_120360854.1	0.376561	No	No
