SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halobellus_sp._Atlit31R_WP_147438570.1	#4daf4a	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halobellus_sp._Atlit31R_WP_147438570.1	0.0702519	No	No
Bacteria-Acidobacteria-Acidobacteriia-Bryobacterales-Solibacteraceae-Candidatus_Solibacter_usitatus_WP_011688306.1	#377eb8	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Solibacteraceae	Candidatus_Solibacter_usitatus_WP_011688306.1	0.144864	No	No
Bacteria-Actinobacteria-Actinobacteria-Micrococcales-Dermacoccaceae-Dermacoccaceae_bacterium_C526_WP_146319903.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Dermacoccaceae_bacterium_C526_WP_146319903.1	0.151163	No	No
Bacteria-Actinobacteria-Coriobacteriia-Coriobacteriales-Atopobiaceae-Atopobium_parvulum_WP_012808234.1	#377eb8	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium_parvulum_WP_012808234.1	0.149225	No	No
Bacteria-Actinobacteria-Coriobacteriia-Coriobacteriales-Atopobiaceae-NA_WP_035428532.1	#377eb8	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	NA_WP_035428532.1	0.149225	No	No
Bacteria-Bacteroidetes-Chitinophagia-Chitinophagales-Chitinophagaceae-Flavisolibacter_tropicus_WP_066408584.1	#377eb8	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter_tropicus_WP_066408584.1	0.149709	No	No
Bacteria-Bacteroidetes-Cytophagia-Cytophagales-Hymenobacteraceae-Pontibacter_indicus_WP_076665796.1	#377eb8	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter_indicus_WP_076665796.1	0.146802	No	No
Bacteria-Bacteroidetes-Saprospiria-Saprospirales-Haliscomenobacteraceae-Haliscomenobacter_hydrossis_WP_013765203.1	#377eb8	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Haliscomenobacteraceae	Haliscomenobacter_hydrossis_WP_013765203.1	0.147287	No	No
Bacteria-CandidatusAtribacteria-NA-NA-NA-Atribacteria_bacterium_JGI_0000014F07_WP_090598810.1	#377eb8	Bacteria	CandidatusAtribacteria	NA	NA	NA	Atribacteria_bacterium_JGI_0000014F07_WP_090598810.1	0.148256	No	No
Bacteria-Chloroflexi-Anaerolineae-Anaerolineales-Anaerolineaceae-Levilinea_saccharolytica_WP_062418697.1	#377eb8	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea_saccharolytica_WP_062418697.1	0.149225	No	No
Bacteria-Chloroflexi-Anaerolineae-Anaerolineales-Anaerolineaceae-Ornatilinea_apprima_WP_075064537.1	#377eb8	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea_apprima_WP_075064537.1	0.150194	No	No
