SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-CandidatusKorarchaeota-NA-NA-NA-Candidatus_Methanodesulfokores_washburnensis_WP_125672077.1	#4daf4a	Archaea	CandidatusKorarchaeota	NA	NA	NA	Candidatus_Methanodesulfokores_washburnensis_WP_125672077.1	0.948586	No	No
Archaea-Crenarchaeota-Thermoprotei-Acidilobales-Acidilobaceae-Acidilobus_sp._7A_WP_117354628.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus_sp._7A_WP_117354628.1	0.928021	No	No
Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Desulfurococcaceae_archaeon_AG1_WP_109159965.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcaceae_archaeon_AG1_WP_109159965.1	0.938303	No	No
Archaea-Euryarchaeota-NA-NA-NA-Aciduliprofundum_sp._MAR08339_WP_015283233.1	#4daf4a	Archaea	Euryarchaeota	NA	NA	NA	Aciduliprofundum_sp._MAR08339_WP_015283233.1	0.966581	No	No
Archaea-Euryarchaeota-Thermoplasmata-Thermoplasmatales-Cuniculiplasmataceae-Cuniculiplasma_divulgatum_WP_077075975.1	#4daf4a	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Cuniculiplasmataceae	Cuniculiplasma_divulgatum_WP_077075975.1	0.966581	No	No
Archaea-NA-NA-NA-NA-anaerobic_archaeon_MKD1_WP_147664708.1	#4daf4a	Archaea	NA	NA	NA	NA	anaerobic_archaeon_MKD1_WP_147664708.1	0.96401	No	No
Archaea-NA-NA-NA-NA-archaeon_AArcSl_WP_119821314.1	#4daf4a	Archaea	NA	NA	NA	NA	archaeon_AArcSl_WP_119821314.1	0.966581	No	No
Archaea-Thaumarchaeota-NA-NA-NA-Thaumarchaeota_archaeon_N4_WP_048194473.1	#4daf4a	Archaea	Thaumarchaeota	NA	NA	NA	Thaumarchaeota_archaeon_N4_WP_048194473.1	0.966581	No	No
Archaea-Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Candidatus_Nitrososphaera_gargensis_WP_015020539.1	#4daf4a	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrososphaera_gargensis_WP_015020539.1	0.969152	No	No
Bacteria-Acidobacteria-Acidobacteriia-Acidobacteriales-Acidobacteriaceae-Acidipila_dinghuensis_WP_129209849.1	#377eb8	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidipila_dinghuensis_WP_129209849.1	0.969152	No	No
Bacteria-Acidobacteria-Acidobacteriia-Acidobacteriales-Acidobacteriaceae-Occallatibacter_savannae_WP_109489154.1	#377eb8	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Occallatibacter_savannae_WP_109489154.1	0.969152	No	No
Bacteria-Actinobacteria-Actinobacteria-Actinomycetales-Actinomycetaceae-Varibaculum_timonense_WP_080913587.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum_timonense_WP_080913587.1	0.969152	No	No
