SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Eukaryota-Alveolata-Dinophyceae-NA-Unranked-Oxyrrhis_marina_MMETSP1425_c14367_g1_i1.p1	#f781bf	Eukaryota	Alveolata	Dinophyceae	NA	Unranked	Oxyrrhis_marina_MMETSP1425_c14367_g1_i1.p1	0.109322	No	No
Eukaryota-Alveolata-Dinophyceae-Peridiniales-Kryptoperidiniaceae-Durinskia_baltica_MMETSP0117_c34704_g1_i1.p1	#f781bf	Eukaryota	Alveolata	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia_baltica_MMETSP0117_c34704_g1_i1.p1	0.270339	No	No
Eukaryota-Chlorophyta-Mamiellophyceae-Mamiellales-Mamiellaceae-Micromonas_pusilla_MMETSP1327_c4374_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas_pusilla_MMETSP1327_c4374_g1_i1.p1	0.532203	No	No
Eukaryota-Chlorophyta-Mamiellophyceae-Mamiellales-Mamiellaceae-Micromonas_sp_MMETSP0802_c5869_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas_sp_MMETSP0802_c5869_g1_i1.p1	0.532203	No	No
Eukaryota-Chlorophyta-NA-NA-NA-Mantoniella_sp_MMETSP1468_c32168_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	NA	NA	NA	Mantoniella_sp_MMETSP1468_c32168_g1_i1.p1	0.113559	No	No
Eukaryota-Chlorophyta-NA-NA-NA-Pterosperma_sp_MMETSP1438_c41639_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	NA	NA	NA	Pterosperma_sp_MMETSP1438_c41639_g1_i1.p1	0.090678	No	No
Eukaryota-Chlorophyta-Palmophyllophyceae-Prasinococcales-Prasinococcaceae-Prasinoderma_coloniale_MMETSP0806_c2531_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcaceae	Prasinoderma_coloniale_MMETSP0806_c2531_g1_i1.p1	0.612712	No	No
Eukaryota-Chlorophyta-Palmophyllophyceae-Prasinococcales-Prasinococcaceae-Prasinoderma_singularis_MMETSP1315_c10872_g1_i1.p1	#f781bf	Eukaryota	Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcaceae	Prasinoderma_singularis_MMETSP1315_c10872_g1_i1.p1	0.115254	No	No
Eukaryota-Haptophyta-NA-Prymnesiales-NA-Chrysochromulina_brevifilum_MMETSP1094_c70897_g1_i1.p1	#f781bf	Eukaryota	Haptophyta	NA	Prymnesiales	NA	Chrysochromulina_brevifilum_MMETSP1094_c70897_g1_i1.p1	0.424576	No	No
Eukaryota-Haptophyta-NA-Prymnesiales-NA-Chrysochromulina_ericina_MMETSP1096_c18807_g1_i1.p1	#f781bf	Eukaryota	Haptophyta	NA	Prymnesiales	NA	Chrysochromulina_ericina_MMETSP1096_c18807_g1_i1.p1	0.44661	No	No
Eukaryota-Haptophyta-NA-Prymnesiales-NA-Pleurochrysis_carterae_MMETSP1136_c19349_g1_i1.p2	#f781bf	Eukaryota	Haptophyta	NA	Prymnesiales	NA	Pleurochrysis_carterae_MMETSP1136_c19349_g1_i1.p2	0.112712	No	No
Eukaryota-Haptophyta-NA-Prymnesiales-NA-Prymnesium_parvum_MMETSP0006_c15375_g1_i1.p1	#f781bf	Eukaryota	Haptophyta	NA	Prymnesiales	NA	Prymnesium_parvum_MMETSP0006_c15375_g1_i1.p1	0.502542	No	No
Eukaryota-Haptophyta-NA-Prymnesiales-NA-Prymnesium_parvum_MMETSP0008_c20944_g1_i1.p1	#f781bf	Eukaryota	Haptophyta	NA	Prymnesiales	NA	Prymnesium_parvum_MMETSP0008_c20944_g1_i1.p1	0.477966	No	No
Eukaryota-Stramenopiles-Dictyochophyceae-Pedinellales-NA-Pseudopedinella_elastica_MMETSP1097_c445_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	Dictyochophyceae	Pedinellales	NA	Pseudopedinella_elastica_MMETSP1097_c445_g1_i1.p1	0.151695	No	No
Eukaryota-Stramenopiles-Labyrinthista-NA-NA-Aplanochytrium_stocchinoi_MMETSP1347_c15152_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	Labyrinthista	NA	NA	Aplanochytrium_stocchinoi_MMETSP1347_c15152_g1_i1.p1	0.226271	No	No
Eukaryota-Stramenopiles-Labyrinthista-NA-NA-Aplanochytrium_stocchinoi_MMETSP1348_c16861_g1_i1.p1	#f781bf	Eukaryota	Stramenopiles	Labyrinthista	NA	NA	Aplanochytrium_stocchinoi_MMETSP1348_c16861_g1_i1.p1	0.29322	No	No
Eukaryota-Stramenopiles-Labyrinthista-NA-NA-Schizochytrium_aggregatum_MMETSP0963_c1590_g1_i1.p2	#f781bf	Eukaryota	Stramenopiles	Labyrinthista	NA	NA	Schizochytrium_aggregatum_MMETSP0963_c1590_g1_i1.p2	0.0932203	No	No
