SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Acidianus_sulfidivorans_WP_110380444.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus_sulfidivorans_WP_110380444.1	0.170641	No	No
Archaea-Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Metallosphaera_cuprina_WP_013736907.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera_cuprina_WP_013736907.1	0.171171	No	No
Archaea-Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Saccharolobus_solfataricus_WP_009991170.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus_solfataricus_WP_009991170.1	0.171171	No	No
Archaea-Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfolobus_islandicus_WP_012711494.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus_islandicus_WP_012711494.1	0.170641	No	No
Archaea-Crenarchaeota-Thermoprotei-Thermoproteales-Thermoproteaceae-Caldivirga_maquilingensis_WP_012185725.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga_maquilingensis_WP_012185725.1	0.175941	No	No
Archaea-Crenarchaeota-Thermoprotei-Thermoproteales-Thermoproteaceae-Vulcanisaeta_distributa_WP_013335703.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta_distributa_WP_013335703.1	0.176471	No	No
Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanocaldococcaceae-Methanocaldococcus_bathoardescens_WP_048202515.1	#4daf4a	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus_bathoardescens_WP_048202515.1	0.18548	No	No
Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanocaldococcaceae-Methanotorris_formicicus_WP_007045147.1	#4daf4a	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris_formicicus_WP_007045147.1	0.18071	No	No
Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanococcaceae-Methanococcus_aeolicus_WP_011973525.1	#4daf4a	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus_aeolicus_WP_011973525.1	0.18601	No	No
Archaea-Euryarchaeota-Methanococci-Methanococcales-Methanococcaceae-Methanothermococcus_thermolithotrophicus_WP_018153234.1	#4daf4a	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus_thermolithotrophicus_WP_018153234.1	0.18495	No	No
Archaea-Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanotrichaceae-Methanosaeta_harundinacea_WP_014585871.1	#4daf4a	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanosaeta_harundinacea_WP_014585871.1	0.174881	No	No
Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Thermococcus_celer_WP_088862285.1	#4daf4a	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_celer_WP_088862285.1	0.176471	No	No
Archaea-NA-NA-NA-NA-anaerobic_archaeon_MKD1_WP_147662619.1	#4daf4a	Archaea	NA	NA	NA	NA	anaerobic_archaeon_MKD1_WP_147662619.1	0.209327	No	No
Archaea-NA-NA-NA-NA-archaeon_AArcSl_WP_119820127.1	#4daf4a	Archaea	NA	NA	NA	NA	archaeon_AArcSl_WP_119820127.1	0.18071	No	No
Archaea-Thaumarchaeota-NA-Nitrosopumilales-Nitrosopumilaceae-Candidatus_Nitrosarchaeum_limnium_WP_010194449.1	#4daf4a	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosarchaeum_limnium_WP_010194449.1	0.18018	No	No
Archaea-Thaumarchaeota-NA-Nitrosopumilales-Nitrosopumilaceae-NA_WP_014962890.1	#4daf4a	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae	NA_WP_014962890.1	0.18018	No	No
Archaea-Thaumarchaeota-NA-Nitrosopumilales-Nitrosopumilaceae-Nitrosarchaeum_koreense_WP_007550052.1	#4daf4a	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae	Nitrosarchaeum_koreense_WP_007550052.1	0.18018	No	No
Archaea-Thaumarchaeota-NA-Nitrosopumilales-Nitrosopumilaceae-Nitrosopumilus_piranensis_WP_148703659.1	#4daf4a	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus_piranensis_WP_148703659.1	0.18018	No	No
Archaea-Thaumarchaeota-Nitrososphaeria-CandidatusNitrosocaldales-CandidatusNitrosocaldaceae-NA_WP_103286932.1	#4daf4a	Archaea	Thaumarchaeota	Nitrososphaeria	CandidatusNitrosocaldales	CandidatusNitrosocaldaceae	NA_WP_103286932.1	0.201908	No	No
Archaea-Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Candidatus_Nitrosocosmicus_exaquare_WP_148686682.1	#4daf4a	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrosocosmicus_exaquare_WP_148686682.1	0.187599	No	No
Bacteria-Bacteroidetes-Chitinophagia-Chitinophagales-Chitinophagaceae-Chitinophaga_pinensis_WP_142678801.1	#377eb8	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga_pinensis_WP_142678801.1	0.207737	No	No
Bacteria-Bacteroidetes-Cytophagia-Cytophagales-Cytophagaceae-Rudanella_lutea_WP_019989276.1	#377eb8	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rudanella_lutea_WP_019989276.1	0.206147	No	No
Bacteria-Bacteroidetes-Cytophagia-Cytophagales-Cytophagaceae-Spirosoma_luteum_WP_018617867.1	#377eb8	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma_luteum_WP_018617867.1	0.207737	No	No
Bacteria-Bacteroidetes-Cytophagia-Cytophagales-Hymenobacteraceae-Pontibacter_indicus_WP_076668594.1	#377eb8	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter_indicus_WP_076668594.1	0.206147	No	No
Bacteria-Bacteroidetes-Cytophagia-Cytophagales-Hymenobacteraceae-Rufibacter_sp._DG15C_WP_066507649.1	#377eb8	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter_sp._DG15C_WP_066507649.1	0.206147	No	No
Bacteria-Bacteroidetes-Flavobacteriia-Flavobacteriales-Flavobacteriaceae-Aquimarina_sp._Aq135_WP_108867965.1	#377eb8	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina_sp._Aq135_WP_108867965.1	0.207737	No	No
Bacteria-Firmicutes-Clostridia-Clostridiales-Lachnospiraceae-Butyrivibrio_sp._AE2032_WP_034442762.1	#377eb8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio_sp._AE2032_WP_034442762.1	0.207207	No	No
Bacteria-Firmicutes-Clostridia-Clostridiales-Ruminococcaceae-NA_WP_109642629.1	#377eb8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA_WP_109642629.1	0.207207	No	No
Bacteria-Firmicutes-Clostridia-Clostridiales-Ruminococcaceae-Ruminococcaceae_bacterium_AB4001_WP_028506887.1	#377eb8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_bacterium_AB4001_WP_028506887.1	0.207207	No	No
Bacteria-Lentisphaerae-Lentisphaeria-Lentisphaerales-Lentisphaeraceae-Lentisphaera_araneosa_WP_007279743.1	#377eb8	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera_araneosa_WP_007279743.1	0.208797	No	No
Bacteria-NA-NA-NA-NA-bacterium_336_3_WP_054037174.1	#377eb8	Bacteria	NA	NA	NA	NA	bacterium_336_3_WP_054037174.1		No	No
Bacteria-NA-NA-NA-NA-NA_WP_121698931.1	#377eb8	Bacteria	NA	NA	NA	NA	NA_WP_121698931.1	0.205617	No	No
Bacteria-Planctomycetes-NA-NA-NA-Planctomycetes_bacterium_Pan216_WP_145261875.1	#377eb8	Bacteria	Planctomycetes	NA	NA	NA	Planctomycetes_bacterium_Pan216_WP_145261875.1	0.206677	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Rhodospirillales-Rhodospirillaceae-Inquilinus_sp._KBS0705_WP_138805050.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Inquilinus_sp._KBS0705_WP_138805050.1	0.207737	No	No
Bacteria-Proteobacteria-Gammaproteobacteria-Alteromonadales-Alteromonadaceae-Glaciecola_sp._THG3.7_WP_124746897.1	#377eb8	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola_sp._THG3.7_WP_124746897.1	0.206677	No	No
Bacteria-Verrucomicrobia-Opitutae-Puniceicoccales-Puniceicoccaceae-Coraliomargarita_akajimensis_WP_013044022.1	#377eb8	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita_akajimensis_WP_013044022.1	0.210917	No	No
Eukaryota-Alveolata-Dinophyceae-NA-Unranked-Amphidinium_carterae_MMETSP0259_c23350_g1_i1.p1	#f781bf	Eukaryota	Alveolata	Dinophyceae	NA	Unranked	Amphidinium_carterae_MMETSP0259_c23350_g1_i1.p1	0.708002	No	No
