SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-CandidatusBathyarchaeota-NA-NA-NA-Candidatus_Bathyarchaeota_archaeon_WP_119815698.1	#4daf4a	Archaea	CandidatusBathyarchaeota	NA	NA	NA	Candidatus_Bathyarchaeota_archaeon_WP_119815698.1	0.909434	No	No
Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Desulfurococcaceae-Thermogladius_calderae_WP_083830002.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius_calderae_WP_083830002.1	0.898113	No	No
Archaea-Crenarchaeota-Thermoprotei-Desulfurococcales-Pyrodictiaceae-Pyrolobus_fumarii_WP_014026251.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrolobus_fumarii_WP_014026251.1	0.920755	No	No
Archaea-Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halobellus_sp._Atlit31R_WP_121561407.1	#4daf4a	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halobellus_sp._Atlit31R_WP_121561407.1	0.445283	No	No
Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Pyrococcus_kukulkanii_WP_068320228.1	#4daf4a	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus_kukulkanii_WP_068320228.1	0.856604	No	No
Archaea-Euryarchaeota-Thermococci-Thermococcales-Thermococcaceae-Thermococcus_litoralis_WP_004067721.1	#4daf4a	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus_litoralis_WP_004067721.1	0.864151	No	No
Archaea-Euryarchaeota-Thermoplasmata-Methanomassiliicoccales-CandidatusMethanomethylophilaceae-Candidatus_Methanomethylophilus_alvus_WP_015504046.1	#4daf4a	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	CandidatusMethanomethylophilaceae	Candidatus_Methanomethylophilus_alvus_WP_015504046.1	0.909434	No	No
Archaea-NA-NA-NA-NA-anaerobic_archaeon_MKD1_WP_147662882.1	#4daf4a	Archaea	NA	NA	NA	NA	anaerobic_archaeon_MKD1_WP_147662882.1	0.909434	No	No
Archaea-Thaumarchaeota-NA-NA-NA-Candidatus_Nitrosotalea_bavarica_WP_101477840.1	#4daf4a	Archaea	Thaumarchaeota	NA	NA	NA	Candidatus_Nitrosotalea_bavarica_WP_101477840.1	0.890566	No	No
Archaea-Thaumarchaeota-NA-Nitrosopumilales-Nitrosopumilaceae-Candidatus_Nitrosopumilus_sp._NM25_WP_109877557.1	#4daf4a	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus_sp._NM25_WP_109877557.1	0.890566	No	No
