SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-Euryarchaeota-Halobacteria-Halobacteriales-NA-halophilic_archaeon_SHRA6_WP_137199007.1	#4daf4a	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	halophilic_archaeon_SHRA6_WP_137199007.1	0.212843	No	No
Archaea-Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halopenitus_persicus_WP_096391002.1	#4daf4a	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halopenitus_persicus_WP_096391002.1	0.214055	No	No
Archaea-Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanocorpusculaceae-Methanocorpusculum_bavaricum_WP_042698037.1	#4daf4a	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum_bavaricum_WP_042698037.1	0.0831987	No	No
Archaea-Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanolinea_tarda_WP_007314070.1	#4daf4a	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea_tarda_WP_007314070.1	0.0840065	No	No
Archaea-Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanoregulaceae-Methanoregula_boonei_WP_012107458.1	#4daf4a	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula_boonei_WP_012107458.1	0.0860258	No	No
Archaea-Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanospirillaceae-Methanospirillum_lacunae_WP_109970065.1	#4daf4a	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum_lacunae_WP_109970065.1	0.0868336	No	No
Archaea-Thaumarchaeota-NA-NA-NA-Candidatus_Nitrosotenuis_chungbukensis_WP_042687014.1	#4daf4a	Archaea	Thaumarchaeota	NA	NA	NA	Candidatus_Nitrosotenuis_chungbukensis_WP_042687014.1	0.0844103	No	No
Archaea-Thaumarchaeota-NA-Nitrosopumilales-Nitrosopumilaceae-Nitrosopumilus_sp._Nsub_WP_067958443.1	#4daf4a	Archaea	Thaumarchaeota	NA	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus_sp._Nsub_WP_067958443.1	0.0827948	No	No
Archaea-Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Candidatus_Nitrososphaera_gargensis_WP_015017931.1	#4daf4a	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrososphaera_gargensis_WP_015017931.1	0.0831987	No	No
Bacteria-Actinobacteria-Actinobacteria-Micrococcales-Jonesiaceae-Jonesia_denitrificans_WP_015770969.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Jonesiaceae	Jonesia_denitrificans_WP_015770969.1	0.0908724	No	No
Bacteria-Actinobacteria-Actinobacteria-Micrococcales-Microbacteriaceae-Aurantimicrobium_minutum_WP_096383286.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Aurantimicrobium_minutum_WP_096383286.1	0.0795638	No	No
Bacteria-Actinobacteria-Actinobacteria-Micrococcales-Promicromonosporaceae-Promicromonospora_thailandica_WP_119139658.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora_thailandica_WP_119139658.1	0.0864297	No	No
