SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Sulfodiicoccus_acidiphilus_WP_126449795.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfodiicoccus_acidiphilus_WP_126449795.1	0.783042	No	No
Archaea-Crenarchaeota-Thermoprotei-Thermoproteales-Thermoproteaceae-Vulcanisaeta_distributa_WP_013335236.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta_distributa_WP_013335236.1	0.820449	No	No
Archaea-Euryarchaeota-Halobacteria-Halobacteriales-Halobacteriaceae-Halobacterium_sp._CBA1132_WP_058984430.1	#4daf4a	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium_sp._CBA1132_WP_058984430.1	0.830424	No	No
Archaea-Euryarchaeota-Halobacteria-Halobacteriales-Halobacteriaceae-Salarchaeum_sp._JOR1_WP_145844717.1	#4daf4a	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Salarchaeum_sp._JOR1_WP_145844717.1	0.832918	No	No
Archaea-Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum_sp._CBA1229_WP_123113516.1	#4daf4a	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum_sp._CBA1229_WP_123113516.1	0.837905	No	No
Archaea-NA-NA-NA-NA-archaeon_AArcSl_WP_119817814.1	#4daf4a	Archaea	NA	NA	NA	NA	archaeon_AArcSl_WP_119817814.1	0.835411	No	No
Bacteria-Actinobacteria-Actinobacteria-Micrococcales-Microbacteriaceae-NA_WP_104327113.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA_WP_104327113.1	0.937656	No	No
Bacteria-Actinobacteria-Actinobacteria-Micrococcales-Microbacteriaceae-Rathayibacter_sp._AY1D1_WP_104319054.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter_sp._AY1D1_WP_104319054.1	0.937656	No	No
Bacteria-Actinobacteria-Actinobacteria-Micrococcales-Micrococcaceae-Pseudarthrobacter_chlorophenolicus_WP_045730902.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter_chlorophenolicus_WP_045730902.1	0.942643	No	No
Bacteria-Bacteroidetes-Sphingobacteriia-Sphingobacteriales-Sphingobacteriaceae-Nubsella_zeaxanthinifaciens_WP_113635077.1	#377eb8	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Nubsella_zeaxanthinifaciens_WP_113635077.1	0.962594	No	No
Bacteria-Bacteroidetes-Sphingobacteriia-Sphingobacteriales-Sphingobacteriaceae-Parapedobacter_luteus_WP_079717185.1	#377eb8	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Parapedobacter_luteus_WP_079717185.1	0.962594	No	No
Bacteria-Bacteroidetes-Sphingobacteriia-Sphingobacteriales-Sphingobacteriaceae-Pedobacter_nanyangensis_WP_113661332.1	#377eb8	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter_nanyangensis_WP_113661332.1	0.962594	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-NA_WP_148948389.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA_WP_148948389.1	0.970075	No	No
Bacteria-Firmicutes-Clostridia-Thermoanaerobacterales-Thermoanaerobacteraceae-Caldanaerobacter_subterraneus_WP_009610298.1	#377eb8	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter_subterraneus_WP_009610298.1	0.955112	No	No
Bacteria-Firmicutes-Clostridia-Thermoanaerobacterales-Thermoanaerobacteraceae-Thermoanaerobacter_uzonensis_WP_072969536.1	#377eb8	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter_uzonensis_WP_072969536.1	0.955112	No	No
Bacteria-Fusobacteria-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium_necrophorum_WP_035917507.1	#377eb8	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_necrophorum_WP_035917507.1	0.9601	No	No
Bacteria-Fusobacteria-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-NA_WP_070579066.1	#377eb8	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA_WP_070579066.1	0.970075	No	No
Bacteria-Proteobacteria-Gammaproteobacteria-Vibrionales-Vibrionaceae-Aliivibrio_wodanis_WP_045101794.1	#377eb8	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio_wodanis_WP_045101794.1	0.965087	No	No
Bacteria-Proteobacteria-Gammaproteobacteria-Vibrionales-Vibrionaceae-Photobacterium_sp._CECT_9192_WP_087853447.1	#377eb8	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium_sp._CECT_9192_WP_087853447.1	0.965087	No	No
Bacteria-Proteobacteria-Gammaproteobacteria-Vibrionales-Vibrionaceae-Vibrio_parahaemolyticus_WP_140287515.1	#377eb8	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio_parahaemolyticus_WP_140287515.1	0.9601	No	No
Bacteria-Spirochaetes-Spirochaetia-Spirochaetales-Spirochaetaceae-Salinispira_pacifica_WP_024267589.1	#377eb8	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira_pacifica_WP_024267589.1	0.970075	No	No
Bacteria-Spirochaetes-Spirochaetia-Spirochaetales-Spirochaetaceae-Sediminispirochaeta_bajacaliforniensis_WP_020613929.1	#377eb8	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta_bajacaliforniensis_WP_020613929.1	0.967581	No	No
Bacteria-Spirochaetes-Spirochaetia-Spirochaetales-Spirochaetaceae-Treponema_succinifaciens_WP_013702188.1	#377eb8	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_succinifaciens_WP_013702188.1	0.970075	No	No
Bacteria-Thermotogae-Thermotogae-Mesoaciditogales-Mesoaciditogaceae-Mesoaciditoga_lauensis_WP_036221275.1	#377eb8	Bacteria	Thermotogae	Thermotogae	Mesoaciditogales	Mesoaciditogaceae	Mesoaciditoga_lauensis_WP_036221275.1	0.955112	No	No
Bacteria-Thermotogae-Thermotogae-Thermotogales-Fervidobacteriaceae-Fervidobacterium_pennivorans_WP_064012357.1	#377eb8	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium_pennivorans_WP_064012357.1	0.967581	No	No
Bacteria-Thermotogae-Thermotogae-Thermotogales-Fervidobacteriaceae-Thermosipho_africanus_WP_012579942.1	#377eb8	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Thermosipho_africanus_WP_012579942.1	0.967581	No	No
Eukaryota-Acytosteliales-Acytosteliales-Acytosteliales-Acytosteliaceae-Acytostelium_subglobosum_XP_012755230.1	#f781bf	Eukaryota	Acytosteliales	Acytosteliales	Acytosteliales	Acytosteliaceae	Acytostelium_subglobosum_XP_012755230.1	0.98005	No	No
