SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Bacteria-Acidobacteria-Holophagae-Holophagales-Holophagaceae-Holophaga_foetida_WP_084053702.1	#377eb8	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga_foetida_WP_084053702.1	0.0323391	No	No
Bacteria-Actinobacteria-Actinobacteria-Corynebacteriales-Mycobacteriaceae-Mycobacterium_sp._KBS0706_WP_138893457.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium_sp._KBS0706_WP_138893457.1	0.0466248	No	No
Bacteria-Actinobacteria-Actinobacteria-Corynebacteriales-Nocardiaceae-Rhodococcus_sp._SAORIC690_WP_105028818.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus_sp._SAORIC690_WP_105028818.1	0.0514914	No	No
Bacteria-CandidatusCryosericota-CandidatusCryosericia-CandidatusCryosericales-CandidatusCryosericaceae-Candidatus_Cryosericum_odellii_WP_119119332.1	#377eb8	Bacteria	CandidatusCryosericota	CandidatusCryosericia	CandidatusCryosericales	CandidatusCryosericaceae	Candidatus_Cryosericum_odellii_WP_119119332.1	0.0472527	No	No
Bacteria-CandidatusMarinimicrobia-NA-NA-NA-Candidatus_Marinimicrobia_bacterium_WP_129215104.1	#377eb8	Bacteria	CandidatusMarinimicrobia	NA	NA	NA	Candidatus_Marinimicrobia_bacterium_WP_129215104.1	0.0452119	No	No
Bacteria-Cyanobacteria-NA-Nostocales-Hapalosiphonaceae-Mastigocladus_laminosus_WP_044452805.1	#377eb8	Bacteria	Cyanobacteria	NA	Nostocales	Hapalosiphonaceae	Mastigocladus_laminosus_WP_044452805.1	0.0459969	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Alicyclobacillaceae-Alicyclobacillus_shizuokensis_WP_067924777.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus_shizuokensis_WP_067924777.1	0.0491366	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-Alteribacillus_iranensis_WP_091662066.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alteribacillus_iranensis_WP_091662066.1	0.055102	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-Bacillus_sp._2B10_WP_125662306.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus_sp._2B10_WP_125662306.1	0.0461538	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-Falsibacillus_pallidus_WP_114744198.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Falsibacillus_pallidus_WP_114744198.1	0.0345369	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-Fictibacillus_gelatini_WP_051291504.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus_gelatini_WP_051291504.1	0.033124	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-NA_WP_013057015.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA_WP_013057015.1	0.0309262	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Bacillaceae-Salibacterium_halotolerans_WP_093339769.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salibacterium_halotolerans_WP_093339769.1	0.0538462	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Planococcaceae-NA_WP_085131831.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA_WP_085131831.1	0.0313972	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Planococcaceae-Sporosarcina_sp._PTS2304_WP_114924778.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina_sp._PTS2304_WP_114924778.1	0.0299843	No	No
Bacteria-Firmicutes-Bacilli-Bacillales-Sporolactobacillaceae-Sinobaca_qinghaiensis_WP_120193730.1	#377eb8	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sinobaca_qinghaiensis_WP_120193730.1	0.0568289	No	No
Bacteria-Firmicutes-Clostridia-Clostridiales-ClostridialesFamilyXVII.IncertaeSedis-Sulfobacillus_thermosulfidooxidans_WP_081503174.1	#377eb8	Bacteria	Firmicutes	Clostridia	Clostridiales	ClostridialesFamilyXVII.IncertaeSedis	Sulfobacillus_thermosulfidooxidans_WP_081503174.1	0.0306122	No	No
Bacteria-Firmicutes-Clostridia-Clostridiales-Peptococcaceae-Desulfofundulus_salinum_WP_121450224.1	#377eb8	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfofundulus_salinum_WP_121450224.1	0.0370487	No	No
Bacteria-Firmicutes-Limnochordia-Limnochordales-Limnochordaceae-Limnochorda_pilosa_WP_082725714.1	#377eb8	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda_pilosa_WP_082725714.1	0.0544741	No	No
Bacteria-Firmicutes-NA-NA-NA-Hydrogenispora_ethanolica_WP_132016567.1	#377eb8	Bacteria	Firmicutes	NA	NA	NA	Hydrogenispora_ethanolica_WP_132016567.1	0.032967	No	No
Bacteria-Gemmatimonadetes-Gemmatimonadetes-Gemmatimonadales-Gemmatimonadaceae-Gemmatimonas_phototrophica_WP_043579517.1	#377eb8	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas_phototrophica_WP_043579517.1	0.0475667	No	No
Bacteria-NA-NA-NA-NA-bacterium_RmlP001_WP_129221971.1	#377eb8	Bacteria	NA	NA	NA	NA	bacterium_RmlP001_WP_129221971.1	0.0521193	No	No
Bacteria-NA-NA-NA-NA-NA_WP_081335485.1	#377eb8	Bacteria	NA	NA	NA	NA	NA_WP_081335485.1	0.0309262	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Caulobacteraceae-Brevundimonas_diminuta_WP_087140650.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas_diminuta_WP_087140650.1	0.0452119	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Caulobacteraceae-Caulobacter_sp._URHA0033_WP_028040530.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter_sp._URHA0033_WP_028040530.1	0.0467818	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Bradyrhizobiaceae-Bradyrhizobium_elkanii_WP_051002980.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium_elkanii_WP_051002980.1	0.0481947	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Methylobacteriaceae-Microvirga_sp._BSC39_WP_036356187.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga_sp._BSC39_WP_036356187.1	0.0522763	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Methylocystaceae-Candidatus_Terasakiella_magnetica_WP_069186630.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Candidatus_Terasakiella_magnetica_WP_069186630.1	0.0461538	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-NA-Rhizobiales_bacterium_WP_113372451.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	Rhizobiales_bacterium_WP_113372451.1	0.0472527	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhizobiaceae-Rhizobium_lusitanum_WP_052212203.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium_lusitanum_WP_052212203.1	0.0483516	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Hyphomonadaceae-Hirschia_maritima_WP_018996421.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hirschia_maritima_WP_018996421.1	0.0467818	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Rhodospirillales-Acetobacteraceae-NA_WP_114726195.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA_WP_114726195.1	0.0466248	No	No
