SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-CandidatusKorarchaeota-NA-NA-NA-Candidatus_Methanodesulfokores_washburnensis_WP_125672030.1	#4daf4a	Archaea	CandidatusKorarchaeota	NA	NA	NA	Candidatus_Methanodesulfokores_washburnensis_WP_125672030.1	0.863958	No	No
Archaea-CandidatusMicrarchaeota-NA-NA-NA-Candidatus_Mancarchaeum_acidiphilum_WP_088820152.1	#4daf4a	Archaea	CandidatusMicrarchaeota	NA	NA	NA	Candidatus_Mancarchaeum_acidiphilum_WP_088820152.1	0.848057	No	No
Archaea-Crenarchaeota-Thermoprotei-Fervidicoccales-Fervidicoccaceae-Fervidicoccus_fontis_WP_014558137.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus_fontis_WP_014558137.1	0.915194	No	No
Archaea-Crenarchaeota-Thermoprotei-Sulfolobales-Sulfolobaceae-Acidianus_sulfidivorans_WP_110380680.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus_sulfidivorans_WP_110380680.1	0.90106	No	No
Archaea-Euryarchaeota-Halobacteria-Halobacteriales-Haloarculaceae-Halapricum_salinum_WP_049992523.1	#4daf4a	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halapricum_salinum_WP_049992523.1	0.969965	No	No
Archaea-Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halogranum_salarium_WP_009367158.1	#4daf4a	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogranum_salarium_WP_009367158.1	0.969965	No	No
Archaea-Thaumarchaeota-NA-NA-NA-Candidatus_Nitrosotalea_bavarica_WP_101476990.1	#4daf4a	Archaea	Thaumarchaeota	NA	NA	NA	Candidatus_Nitrosotalea_bavarica_WP_101476990.1	0.874558	No	No
Archaea-Thaumarchaeota-Nitrososphaeria-CandidatusNitrosocaldales-CandidatusNitrosocaldaceae-NA_WP_103286420.1	#4daf4a	Archaea	Thaumarchaeota	Nitrososphaeria	CandidatusNitrosocaldales	CandidatusNitrosocaldaceae	NA_WP_103286420.1	0.872792	No	No
Bacteria-Acidobacteria-Acidobacteriia-Acidobacteriales-Acidobacteriaceae-Acidobacteria_bacterium_KBS_146_WP_026389084.1	#377eb8	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacteria_bacterium_KBS_146_WP_026389084.1	0.975265	No	No
Bacteria-Acidobacteria-Acidobacteriia-Acidobacteriales-Acidobacteriaceae-Edaphobacter_aggregans_WP_035359677.1	#377eb8	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Edaphobacter_aggregans_WP_035359677.1	0.975265	No	No
Bacteria-Actinobacteria-Acidimicrobiia-Acidimicrobiales-Microthrixaceae-Candidatus_Microthrix_parvicella_WP_012225260.1	#377eb8	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Microthrixaceae	Candidatus_Microthrix_parvicella_WP_012225260.1	0.975265	No	No
Bacteria-Actinobacteria-Actinobacteria-Micrococcales-Microbacteriaceae-Hymenobacter_sp._Fur1_WP_144848367.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Hymenobacter_sp._Fur1_WP_144848367.1	0.973498	No	No
Bacteria-Bacteroidetes-Cytophagia-Cytophagales-Cytophagaceae-Sporocytophaga_myxococcoides_WP_045468468.1	#377eb8	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga_myxococcoides_WP_045468468.1	0.973498	No	No
Bacteria-Bacteroidetes-Cytophagia-Cytophagales-Thermonemataceae-Thermonema_rossianum_WP_038030936.1	#377eb8	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Thermonemataceae	Thermonema_rossianum_WP_038030936.1	0.973498	No	No
