SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-CandidatusBathyarchaeota-NA-NA-NA-Candidatus_Bathyarchaeota_archaeon_WP_116595863.1	#4daf4a	Archaea	CandidatusBathyarchaeota	NA	NA	NA	Candidatus_Bathyarchaeota_archaeon_WP_116595863.1	0.332613	No	No
Archaea-Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanococcoides_methylutens_WP_048193486.1	#4daf4a	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides_methylutens_WP_048193486.1	0.896328	No	No
Archaea-Euryarchaeota-Methanomicrobia-Methanosarcinales-Methanosarcinaceae-Methanolobus_tindarius_WP_023845298.1	#4daf4a	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus_tindarius_WP_023845298.1	0.896328	No	No
Archaea-Euryarchaeota-Thermoplasmata-Methanomassiliicoccales-CandidatusMethanomethylophilaceae-Candidatus_Methanomethylophilus_alvus_WP_122892372.1	#4daf4a	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	CandidatusMethanomethylophilaceae	Candidatus_Methanomethylophilus_alvus_WP_122892372.1	0.855292	No	No
Archaea-NA-NA-NA-NA-anaerobic_archaeon_MKD1_WP_147664706.1	#4daf4a	Archaea	NA	NA	NA	NA	anaerobic_archaeon_MKD1_WP_147664706.1	0.859611	No	No
Archaea-NA-NA-NA-NA-archaeon_AArcSl_WP_119818929.1	#4daf4a	Archaea	NA	NA	NA	NA	archaeon_AArcSl_WP_119818929.1	0.75594	No	No
Bacteria-Actinobacteria-Actinobacteria-Actinomycetales-Actinomycetaceae-Actinomyces_marimammalium_WP_075361952.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces_marimammalium_WP_075361952.1	0.645788	No	No
Bacteria-Actinobacteria-Coriobacteriia-Eggerthellales-Eggerthellaceae-Enterorhabdus_mucosicola_WP_028026771.1	#377eb8	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Enterorhabdus_mucosicola_WP_028026771.1	0.643629	No	No
Bacteria-Actinobacteria-Coriobacteriia-Eggerthellales-Eggerthellaceae-Slackia_heliotrinireducens_WP_012799495.1	#377eb8	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia_heliotrinireducens_WP_012799495.1	0.643629	No	No
Bacteria-Bacteroidetes-Bacteroidia-Bacteroidales-Bacteroidaceae-Bacteroides_caecimuris_WP_120360854.1	#377eb8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides_caecimuris_WP_120360854.1	0.643629	No	No
Bacteria-Bacteroidetes-Bacteroidia-Bacteroidales-Prevotellaceae-NA_WP_070665897.1	#377eb8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA_WP_070665897.1	0.643629	No	No
Bacteria-Bacteroidetes-Bacteroidia-Bacteroidales-Prevotellaceae-Prevotella_sp._BCRC_81118_WP_134842972.1	#377eb8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_sp._BCRC_81118_WP_134842972.1	0.678186	No	No
Bacteria-Chloroflexi-Ktedonobacteria-Ktedonobacterales-Dictyobacteraceae-Dictyobacter_kobayashii_WP_126552088.1	#377eb8	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter_kobayashii_WP_126552088.1	0.643629	No	No
Bacteria-Chloroflexi-Ktedonobacteria-Ktedonobacterales-Dictyobacteraceae-Tengunoibacter_tsumagoiensis_WP_126580801.1	#377eb8	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Tengunoibacter_tsumagoiensis_WP_126580801.1	0.643629	No	No
Bacteria-Chloroflexi-Ktedonobacteria-Ktedonobacterales-NA-Ktedonobacterales_bacterium_SCAWSG2_WP_129894673.1	#377eb8	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	NA	Ktedonobacterales_bacterium_SCAWSG2_WP_129894673.1	0.643629	No	No
Bacteria-Fibrobacteres-Chitinivibrionia-Chitinivibrionales-Chitinivibrionaceae-Chitinivibrio_alkaliphilus_WP_034636009.1	#377eb8	Bacteria	Fibrobacteres	Chitinivibrionia	Chitinivibrionales	Chitinivibrionaceae	Chitinivibrio_alkaliphilus_WP_034636009.1	0.639309	No	No
Bacteria-Firmicutes-Clostridia-Clostridiales-Clostridiaceae-Clostridium_acidisoli_WP_084117321.1	#377eb8	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium_acidisoli_WP_084117321.1	0.643629	No	No
Bacteria-Firmicutes-Clostridia-Clostridiales-Oscillospiraceae-Dysosmobacter_welbionis_WP_136891537.1	#377eb8	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Dysosmobacter_welbionis_WP_136891537.1	0.643629	No	No
Bacteria-Firmicutes-Clostridia-Clostridiales-Oscillospiraceae-NA_WP_021749352.1	#377eb8	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	NA_WP_021749352.1	0.643629	No	No
Bacteria-Fusobacteria-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium_naviforme_WP_106611839.1	#377eb8	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_naviforme_WP_106611839.1	0.645788	No	No
Bacteria-NA-NA-NA-NA-bacterium_C53_WP_120421816.1	#377eb8	Bacteria	NA	NA	NA	NA	bacterium_C53_WP_120421816.1	0.643629	No	No
Bacteria-NA-NA-NA-NA-NA_WP_120422756.1	#377eb8	Bacteria	NA	NA	NA	NA	NA_WP_120422756.1	0.643629	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Rhodovulum_steppense_WP_132693389.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum_steppense_WP_132693389.1	0.87041	No	No
Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Sulfitobacter_pontiacus_WP_132997876.1	#377eb8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter_pontiacus_WP_132997876.1	0.87041	No	No
Bacteria-Proteobacteria-Deltaproteobacteria-Syntrophobacterales-Syntrophaceae-Syntrophus_gentianae_WP_093882527.1	#377eb8	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus_gentianae_WP_093882527.1	0.643629	No	No
Bacteria-Spirochaetes-Spirochaetia-Brachyspirales-Brachyspiraceae-Brachyspira_aalborgi_WP_021958062.1	#377eb8	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira_aalborgi_WP_021958062.1	0.645788	No	No
Bacteria-Spirochaetes-Spirochaetia-Spirochaetales-Spirochaetaceae-Sphaerochaeta_pleomorpha_WP_014271262.1	#377eb8	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta_pleomorpha_WP_014271262.1	0.643629	No	No
Bacteria-Spirochaetes-Spirochaetia-Spirochaetales-Spirochaetaceae-Treponema_saccharophilum_WP_002705658.1	#377eb8	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_saccharophilum_WP_002705658.1	0.643629	No	No
Bacteria-Synergistetes-Synergistia-Synergistales-Synergistaceae-Fretibacterium_sp._OH1220_COT178_WP_124888134.1	#377eb8	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium_sp._OH1220_COT178_WP_124888134.1	0.643629	No	No
