SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-Euryarchaeota-Halobacteria-Haloferacales-Haloferacaceae-Halobellus_sp._ZY21_WP_122105635.1	#4daf4a	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halobellus_sp._ZY21_WP_122105635.1	0.956693	No	No
Archaea-Euryarchaeota-Halobacteria-Haloferacales-Halorubraceae-Halorubrum_lipolyticum_WP_008005803.1	#4daf4a	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum_lipolyticum_WP_008005803.1	0.956693	No	No
Bacteria-Acidobacteria-Acidobacteriia-Bryobacterales-Bryobacteraceae-Bryobacter_aggregatus_WP_031496451.1	#377eb8	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Bryobacteraceae	Bryobacter_aggregatus_WP_031496451.1	0.972441	No	No
Bacteria-Actinobacteria-Actinobacteria-Micrococcales-Microbacteriaceae-Hymenobacter_sp._Fur1_WP_144848362.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Hymenobacter_sp._Fur1_WP_144848362.1	0.968504	No	No
Bacteria-Actinobacteria-Actinobacteria-Streptosporangiales-Thermomonosporaceae-Actinomadura_roseirufa_WP_131738891.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura_roseirufa_WP_131738891.1	0.972441	No	No
Bacteria-Bacteroidetes-Cytophagia-Cytophagales-Hymenobacteraceae-Hymenobacter_gummosus_WP_126694215.1	#377eb8	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter_gummosus_WP_126694215.1	0.968504	No	No
Bacteria-Bacteroidetes-Cytophagia-Cytophagales-Hymenobacteraceae-NA_WP_072144860.1	#377eb8	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	NA_WP_072144860.1	0.968504	No	No
Bacteria-Chlamydiae-Chlamydiia-Parachlamydiales-Parachlamydiaceae-Candidatus_Protochlamydia_amoebophila_WP_039359781.1	#377eb8	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Candidatus_Protochlamydia_amoebophila_WP_039359781.1	0.968504	No	No
Bacteria-Chlamydiae-Chlamydiia-Parachlamydiales-Parachlamydiaceae-Parachlamydiaceae_bacterium_HST3_WP_042103104.1	#377eb8	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydiaceae_bacterium_HST3_WP_042103104.1	0.968504	No	No
Bacteria-Cyanobacteria-NA-Nostocales-Nostocaceae-Nostoc_linckia_WP_099073318.1	#377eb8	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc_linckia_WP_099073318.1	0.633858	No	No
