SeqName	Color	Level_1	Level_2	Level_3	Level_4	Level_5	Level_6	Alistat_Cr	crTP	mtTP
Archaea-CandidatusBathyarchaeota-NA-NA-NA-Candidatus_Bathyarchaeota_archaeon_WP_116578341.1	#4daf4a	Archaea	CandidatusBathyarchaeota	NA	NA	NA	Candidatus_Bathyarchaeota_archaeon_WP_116578341.1	0.283821	No	No
Archaea-CandidatusKorarchaeota-NA-NA-NA-Candidatus_Korarchaeum_cryptofilum_WP_125741100.1	#4daf4a	Archaea	CandidatusKorarchaeota	NA	NA	NA	Candidatus_Korarchaeum_cryptofilum_WP_125741100.1	0.277195	No	No
Archaea-Crenarchaeota-Thermoprotei-Acidilobales-Acidilobaceae-Acidilobus_saccharovorans_WP_013266777.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus_saccharovorans_WP_013266777.1	0.285478	No	No
Archaea-Crenarchaeota-Thermoprotei-Thermoproteales-Thermofilaceae-Thermofilum_pendens_WP_052885187.1	#4daf4a	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum_pendens_WP_052885187.1	0.294865	No	No
Archaea-Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanocorpusculaceae-Methanocorpusculum_labreanum_WP_011833505.1	#4daf4a	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum_labreanum_WP_011833505.1	0.280508	No	No
Archaea-Euryarchaeota-Methanomicrobia-Methanomicrobiales-Methanocorpusculaceae-NA_WP_042700028.1	#4daf4a	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	NA_WP_042700028.1	0.280508	No	No
Archaea-NA-NA-NA-NA-anaerobic_archaeon_MKD1_WP_147662542.1	#4daf4a	Archaea	NA	NA	NA	NA	anaerobic_archaeon_MKD1_WP_147662542.1	0.286582	No	No
Archaea-NA-NA-NA-NA-archaeon_AArcSl_WP_119813594.1	#4daf4a	Archaea	NA	NA	NA	NA	archaeon_AArcSl_WP_119813594.1	0.168415	No	No
Archaea-Thaumarchaeota-NA-NA-NA-Candidatus_Nitrosotalea_sinensis_WP_101009999.1	#4daf4a	Archaea	Thaumarchaeota	NA	NA	NA	Candidatus_Nitrosotalea_sinensis_WP_101009999.1	0.279956	No	No
Archaea-Thaumarchaeota-Nitrososphaeria-Nitrososphaerales-Nitrososphaeraceae-Candidatus_Nitrososphaera_evergladensis_WP_148702199.1	#4daf4a	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus_Nitrososphaera_evergladensis_WP_148702199.1	0.281612	No	No
Bacteria-Acidobacteria-Acidobacteriia-Acidobacteriales-Acidobacteriaceae-Acidobacteriaceae_bacterium_KBS_96_WP_020721512.1	#377eb8	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacteriaceae_bacterium_KBS_96_WP_020721512.1	0.332413	No	No
Bacteria-Acidobacteria-Acidobacteriia-Bryobacterales-Bryobacteraceae-Bryobacter_aggregatus_WP_031496937.1	#377eb8	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Bryobacteraceae	Bryobacter_aggregatus_WP_031496937.1	0.32413	No	No
Bacteria-Actinobacteria-Actinobacteria-Streptosporangiales-Nocardiopsaceae-Nocardiopsis_xinjiangensis_WP_017610640.1	#377eb8	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis_xinjiangensis_WP_017610640.1	0.290447	No	No
Bacteria-Actinobacteria-Coriobacteriia-Coriobacteriales-Atopobiaceae-Atopobium_parvulum_WP_035432534.1	#377eb8	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium_parvulum_WP_035432534.1	0.292104	No	No
Bacteria-Aquificae-Aquificae-Desulfurobacteriales-Desulfurobacteriaceae-Desulfurobacterium_sp._TC51_WP_040371811.1	#377eb8	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Desulfurobacterium_sp._TC51_WP_040371811.1	0.283269	No	No
Bacteria-Aquificae-Aquificae-Desulfurobacteriales-Desulfurobacteriaceae-Thermovibrio_guaymasensis_WP_121171279.1	#377eb8	Bacteria	Aquificae	Aquificae	Desulfurobacteriales	Desulfurobacteriaceae	Thermovibrio_guaymasensis_WP_121171279.1	0.28603	No	No
Bacteria-Bacteroidetes-Flavobacteriia-Flavobacteriales-Flavobacteriaceae-Chryseobacterium_frigidisoli_WP_090078718.1	#377eb8	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium_frigidisoli_WP_090078718.1	0.28106	No	No
Bacteria-Bacteroidetes-Flavobacteriia-Flavobacteriales-Flavobacteriaceae-Riemerella_anatipestifer_WP_014938776.1	#377eb8	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella_anatipestifer_WP_014938776.1	0.28106	No	No
Bacteria-Calditrichaeota-Calditrichae-Calditrichales-Calditrichaceae-Caldithrix_abyssi_WP_006927386.1	#377eb8	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae	Caldithrix_abyssi_WP_006927386.1	0.288239	No	No
Bacteria-candidatedivisionNC10-NA-NA-NA-candidate_division_NC10_bacterium_WP_116479081.1	#377eb8	Bacteria	candidatedivisionNC10	NA	NA	NA	candidate_division_NC10_bacterium_WP_116479081.1	0.281612	No	No
Bacteria-candidatedivisionNC10-NA-NA-NA-Candidatus_Methylomirabilis_limnetica_WP_107563664.1	#377eb8	Bacteria	candidatedivisionNC10	NA	NA	NA	Candidatus_Methylomirabilis_limnetica_WP_107563664.1	0.281612	No	No
Bacteria-CandidatusKryptonia-NA-NA-NA-Candidatus_Kryptobacter_tengchongensis_WP_143713400.1	#377eb8	Bacteria	CandidatusKryptonia	NA	NA	NA	Candidatus_Kryptobacter_tengchongensis_WP_143713400.1	0.283269	No	No
Bacteria-CandidatusMarinimicrobia-NA-NA-NA-Candidatus_Marinimicrobia_bacterium_WP_129170242.1	#377eb8	Bacteria	CandidatusMarinimicrobia	NA	NA	NA	Candidatus_Marinimicrobia_bacterium_WP_129170242.1	0.283269	No	No
Bacteria-CandidatusMelainabacteria-NA-NA-NA-Candidatus_Melainabacteria_bacterium_WP_144104034.1	#377eb8	Bacteria	CandidatusMelainabacteria	NA	NA	NA	Candidatus_Melainabacteria_bacterium_WP_144104034.1	0.360022	No	No
Bacteria-CandidatusTectomicrobia-NA-NA-NA-Candidatus_Entotheonella_palauensis_WP_089935354.1	#377eb8	Bacteria	CandidatusTectomicrobia	NA	NA	NA	Candidatus_Entotheonella_palauensis_WP_089935354.1	0.348426	No	No
Bacteria-Chlamydiae-Chlamydiia-Parachlamydiales-Waddliaceae-Waddlia_chondrophila_WP_041941920.1	#377eb8	Bacteria	Chlamydiae	Chlamydiia	Parachlamydiales	Waddliaceae	Waddlia_chondrophila_WP_041941920.1	0.286582	No	No
Bacteria-Chloroflexi-Anaerolineae-Anaerolineales-Anaerolineaceae-Flexilinea_flocculi_WP_062280171.1	#377eb8	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea_flocculi_WP_062280171.1	0.280508	No	No
Bacteria-Cyanobacteria-Gloeobacteria-Gloeobacterales-Gloeobacteraceae-Gloeobacter_violaceus_NP_925561.1	#377eb8	Bacteria	Cyanobacteria	Gloeobacteria	Gloeobacterales	Gloeobacteraceae	Gloeobacter_violaceus_NP_925561.1	0.304252	No	No
Bacteria-Deferribacteres-Deferribacteres-Deferribacterales-Deferribacteraceae-Calditerrivibrio_nitroreducens_WP_013450265.1	#377eb8	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Calditerrivibrio_nitroreducens_WP_013450265.1	0.284925	No	No
Bacteria-Deferribacteres-Deferribacteres-Deferribacterales-Deferribacteraceae-Deferribacter_desulfuricans_WP_041223827.1	#377eb8	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter_desulfuricans_WP_041223827.1	0.283821	No	No
Bacteria-Elusimicrobia-Endomicrobia-Endomicrobiales-Endomicrobiaceae-Candidatus_Endomicrobium_trichonymphae_WP_096525696.1	#377eb8	Bacteria	Elusimicrobia	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Candidatus_Endomicrobium_trichonymphae_WP_096525696.1	0.28106	No	No
Bacteria-Elusimicrobia-NA-NA-NA-uncultured_Termite_group_1_bacterium_WP_015423400.1	#377eb8	Bacteria	Elusimicrobia	NA	NA	NA	uncultured_Termite_group_1_bacterium_WP_015423400.1	0.28106	No	No
Bacteria-Fibrobacteres-Fibrobacteria-Fibrobacterales-Fibrobacteraceae-Fibrobacter_sp._UWOS_WP_073306320.1	#377eb8	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter_sp._UWOS_WP_073306320.1	0.334622	No	No
Bacteria-Fibrobacteres-Fibrobacteria-Fibrobacterales-Fibrobacteraceae-NA_WP_078776121.1	#377eb8	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA_WP_078776121.1	0.334622	No	No
Bacteria-Firmicutes-Clostridia-Clostridiales-Peptococcaceae-Dehalobacter_sp._TeCB1_WP_068882917.1	#377eb8	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter_sp._TeCB1_WP_068882917.1	0.281612	No	No
Bacteria-Firmicutes-NA-NA-NA-Hydrogenispora_ethanolica_WP_132016899.1	#377eb8	Bacteria	Firmicutes	NA	NA	NA	Hydrogenispora_ethanolica_WP_132016899.1	0.346218	No	No
Bacteria-Fusobacteria-Fusobacteriia-Fusobacteriales-Fusobacteriaceae-Fusobacterium_necrophorum_WP_129490236.1	#377eb8	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_necrophorum_WP_129490236.1	0.282717	No	No
Bacteria-Fusobacteria-Fusobacteriia-Fusobacteriales-Leptotrichiaceae-Oceanivirga_salmonicida_WP_067143104.1	#377eb8	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Oceanivirga_salmonicida_WP_067143104.1	0.281612	No	No
Bacteria-Ignavibacteriae-Ignavibacteria-Ignavibacteriales-Ignavibacteriaceae-Ignavibacterium_album_WP_014559678.1	#377eb8	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium_album_WP_014559678.1	0.283269	No	No
Bacteria-Ignavibacteriae-Ignavibacteria-Ignavibacteriales-Melioribacteraceae-Melioribacter_roseus_WP_014856955.1	#377eb8	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter_roseus_WP_014856955.1	0.283269	No	No
Bacteria-Kiritimatiellaeota-Kiritimatiellae-Kiritimatiellales-Kiritimatiellaceae-Kiritimatiella_glycovorans_WP_144413873.1	#377eb8	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiella_glycovorans_WP_144413873.1	0.283821	No	No
Bacteria-Kiritimatiellaeota-Kiritimatiellae-Kiritimatiellales-NA-Kiritimatiellales_bacterium_WP_136078935.1	#377eb8	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	NA	Kiritimatiellales_bacterium_WP_136078935.1	0.284373	No	No
Bacteria-Lentisphaerae-Lentisphaeria-Lentisphaerales-Lentisphaeraceae-Lentisphaera_araneosa_WP_007278460.1	#377eb8	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera_araneosa_WP_007278460.1	0.330204	No	No
Bacteria-Lentisphaerae-Lentisphaeria-Victivallales-NA-Victivallales_bacterium_CCUG_44730_WP_106051345.1	#377eb8	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	NA	Victivallales_bacterium_CCUG_44730_WP_106051345.1	0.283269	No	No
Bacteria-NA-NA-NA-NA-bacterium_OL1_WP_032111274.1	#377eb8	Bacteria	NA	NA	NA	NA	bacterium_OL1_WP_032111274.1	0.292656	No	No
Bacteria-NA-NA-NA-NA-NA_WP_038324478.1	#377eb8	Bacteria	NA	NA	NA	NA	NA_WP_038324478.1	0.282165	No	No
Bacteria-Nitrospinae-Nitrospinia-Nitrospinales-Nitrospinaceae-Nitrospina_gracilis_WP_005006985.1	#377eb8	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina_gracilis_WP_005006985.1	0.286582	No	No
Bacteria-Nitrospirae-Nitrospira-Nitrospirales-Nitrospiraceae-Candidatus_Magnetobacterium_casensis_WP_040336137.1	#377eb8	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Candidatus_Magnetobacterium_casensis_WP_040336137.1	0.332965	No	No
Bacteria-Nitrospirae-Nitrospira-Nitrospirales-Nitrospiraceae-Thermodesulfovibrio_aggregans_WP_059176751.1	#377eb8	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio_aggregans_WP_059176751.1	0.282717	No	No
